Text,Target,intent
what holiday's are comming up next,140,next_holiday
when can i expect the next holiday here,140,next_holiday
is the next day off coming up,140,next_holiday
when's the next day off coming up,140,next_holiday
how long before the next day off is here,140,next_holiday
when is the next day off,140,next_holiday
when will the day off be,140,next_holiday
i need to know when i get my next day off,140,next_holiday
when do i finally get a day off,140,next_holiday
when don't i have to work next,140,next_holiday
what holiday can i expect next,140,next_holiday
do you know when my next day off is coming,140,next_holiday
what holiday is coming up next,140,next_holiday
when do i have some time off next,140,next_holiday
when's the next holiday coming,140,next_holiday
can you tell me the next holiday,140,next_holiday
what's the next holiday,140,next_holiday
what's the date of the next closest holiday,140,next_holiday
raise the volume to 4 please,150,change_volume
please set the volume to 4,150,change_volume
please increase the volume to 4,150,change_volume
please raise the volume to 4,150,change_volume
set the volume to 4 please,150,change_volume
bring the volume up overall,150,change_volume
make the volume louder,150,change_volume
bring the sound up,150,change_volume
turn your speakers up,150,change_volume
make the speakers louder,150,change_volume
lower your volume,150,change_volume
go ahead and increase the volume to 4 please,150,change_volume
you must increase the volume to 4 please,150,change_volume
go ahead and your volume,150,change_volume
you must increase your volume,150,change_volume
please increase your volume,150,change_volume
please increase your speaker volume,150,change_volume
go now and increase the volume to 4 please,150,change_volume
please increase the volume to 4 please,150,change_volume
i want to increase your volume,150,change_volume
i need you to your volume,150,change_volume
please your volume,150,change_volume
go ahead and increase your speaker volume,150,change_volume
i want you to your volume,150,change_volume
i need you to increase your volume,150,change_volume
i need you to increase your speaker volume,150,change_volume
please go ahead and increase your speaker volume,150,change_volume
make my volume louder please,150,change_volume
make the sound of my speaker greater,150,change_volume
can you rise the volume of this please,150,change_volume
change the speaker volume to a louder one,150,change_volume
i want the speaker to be louder please,150,change_volume
i can't hear you,150,change_volume
turn it up please,150,change_volume
i need it louder,150,change_volume
the sound is too low,150,change_volume
the speaker volume needs to be increased,150,change_volume
would you please increase your speaker volume,150,change_volume
i need you to increase the speaker volume,150,change_volume
can you increase the speaker volume,150,change_volume
turn up the volume level to 4,150,change_volume
"turn up the volume level to 4, please",150,change_volume
"increase the volume level to 4, please",150,change_volume
increase the volume level to 4 now,150,change_volume
increase the volume level to 4,150,change_volume
can i have my volume increased,150,change_volume
can my volume be increased,150,change_volume
can i increase my volume,150,change_volume
volume needs to be at 4,150,change_volume
volume should be increased to 4,150,change_volume
boost volume to 4,150,change_volume
i want volume at 4,150,change_volume
i want that volume bumped up to 4,150,change_volume
the volume should be decreased,150,change_volume
raise the volume,150,change_volume
lower the volume,150,change_volume
i would like the volume lower,150,change_volume
can you turn this down,150,change_volume
turn the volume up,150,change_volume
i'd like to turn up the volume,150,change_volume
turn up the speaker volume,150,change_volume
get louder,150,change_volume
volume should be set at 4,150,change_volume
i'd like it to be louder,150,change_volume
can you please turn the volume to 4,150,change_volume
please speak louder,150,change_volume
increase your vocals,150,change_volume
lower your voice box,150,change_volume
increase your voice box,150,change_volume
turn your vocals down,150,change_volume
turn your voice box down,150,change_volume
turn down your volume,150,change_volume
limit your volume,150,change_volume
please adjust your settings,150,change_volume
change the volume to 4 now please,150,change_volume
go ahead and put the volume to 4,150,change_volume
set the volume to 4 now,150,change_volume
can you change the volume to 4,150,change_volume
turn the volume to 4,150,change_volume
can you turn the volume to 4,150,change_volume
set the volume at 4 for me please,150,change_volume
make the volume set to 4,150,change_volume
i want volume set to 4,150,change_volume
turn volume to the number 4 setting,150,change_volume
turn the volume to level 4,150,change_volume
make the volume 4,150,change_volume
please make sure the volume is on 4,150,change_volume
turn down volume,150,change_volume
please increase volume,150,change_volume
raise volume,150,change_volume
decrease volume level,150,change_volume
lower volume level,150,change_volume
set volume higher,150,change_volume
increase volume,150,change_volume
lower volume,150,change_volume
please raise volume,150,change_volume
decrease volume,150,change_volume
increase volume to 4,150,change_volume
put volume at 4,150,change_volume
decrease volume to 4,150,change_volume
who is your employeer,57,who_do_you_work_for
who is the boss of you,57,who_do_you_work_for
i gotta know who is your boss,57,who_do_you_work_for
tell me who is your boss,57,who_do_you_work_for
let me know who is your boss,57,who_do_you_work_for
i wanna know who is your boss,57,who_do_you_work_for
i need to know who is your boss,57,who_do_you_work_for
what is the name of your boss,57,who_do_you_work_for
what is the full name of your boss,57,who_do_you_work_for
do you know the name of your boss,57,who_do_you_work_for
could you tell me the name of your boss,57,who_do_you_work_for
your boss is,57,who_do_you_work_for
are you my worker,57,who_do_you_work_for
are you working for me or what,57,who_do_you_work_for
are you working for another person or entity,57,who_do_you_work_for
are you here to serve me,57,who_do_you_work_for
who or what association do you work for,57,who_do_you_work_for
describe who it is you work for,57,who_do_you_work_for
what entity is your boss,57,who_do_you_work_for
you work for who,57,who_do_you_work_for
you work for whom,57,who_do_you_work_for
what's your boss' name,57,who_do_you_work_for
are you working for someone other than me,57,who_do_you_work_for
who do you work for,57,who_do_you_work_for
do you work for me or is that wrong,57,who_do_you_work_for
what does your boss go by,57,who_do_you_work_for
who do you call your boss,57,who_do_you_work_for
"when asked who you work for, what would you say",57,who_do_you_work_for
your boss is who,57,who_do_you_work_for
are you employed by someone else,57,who_do_you_work_for
you work for someone else or no,57,who_do_you_work_for
you work for what company or person exactly,57,who_do_you_work_for
do you have an employer,57,who_do_you_work_for
do you have a boss,57,who_do_you_work_for
are you paid by somebody,57,who_do_you_work_for
are you employed by someone,57,who_do_you_work_for
which organization you work for,57,who_do_you_work_for
who do you function for,57,who_do_you_work_for
who do you do task for,57,who_do_you_work_for
who do you job for,57,who_do_you_work_for
why do u work for them,57,who_do_you_work_for
who are they that you work for,57,who_do_you_work_for
who is it u work for,57,who_do_you_work_for
who is the person u work for,57,who_do_you_work_for
who do i work for,57,who_do_you_work_for
who is you employer,57,who_do_you_work_for
is it correct to say you work for me,57,who_do_you_work_for
who are you currently working for,57,who_do_you_work_for
are you self employed,57,who_do_you_work_for
who is your employer,57,who_do_you_work_for
are you now working for me,57,who_do_you_work_for
would you say you are working for me,57,who_do_you_work_for
who are you working for,57,who_do_you_work_for
who pay your salary,57,who_do_you_work_for
what organization do you work for,57,who_do_you_work_for
where else do you work,57,who_do_you_work_for
do you have another job,57,who_do_you_work_for
you working for someone else on the side,57,who_do_you_work_for
who do yo work for,57,who_do_you_work_for
who is in charge of you,57,who_do_you_work_for
what is your boss's name,57,who_do_you_work_for
would you say that you know who your boss is,57,who_do_you_work_for
do you know who you report to,57,who_do_you_work_for
don't you work for your self,57,who_do_you_work_for
don't you work for someone else,57,who_do_you_work_for
is there another person you work for,57,who_do_you_work_for
do you work for anyone else,57,who_do_you_work_for
who would you say your employer is,57,who_do_you_work_for
are you working for me,57,who_do_you_work_for
am i your boss,57,who_do_you_work_for
is there someone else you work for,57,who_do_you_work_for
are you employed by me,57,who_do_you_work_for
is there another entity you work for,57,who_do_you_work_for
who would you say that you are working for,57,who_do_you_work_for
do you happen to be employed by me,57,who_do_you_work_for
who would you say you work for,57,who_do_you_work_for
who would you say that you are employed by,57,who_do_you_work_for
who would you say you are employed by,57,who_do_you_work_for
am i your employer,57,who_do_you_work_for
is there another company you work for,57,who_do_you_work_for
are you my employee,57,who_do_you_work_for
am i your supervisor,57,who_do_you_work_for
am i your manager,57,who_do_you_work_for
who is the person you work for,57,who_do_you_work_for
for what person do you work,57,who_do_you_work_for
if you had to say who you worked for who would it be,57,who_do_you_work_for
who tells you what to do,57,who_do_you_work_for
who directs your labor,57,who_do_you_work_for
who do you take orders from,57,who_do_you_work_for
who do you consider your employer,57,who_do_you_work_for
who calls the shots for your employment,57,who_do_you_work_for
what company do you toil for,57,who_do_you_work_for
who do you report to,57,who_do_you_work_for
who is your boss,57,who_do_you_work_for
who is your manager,57,who_do_you_work_for
am i the one you work for,57,who_do_you_work_for
are you influenced by someone else,57,who_do_you_work_for
who else do you work for,57,who_do_you_work_for
who else commands you,57,who_do_you_work_for
are you working for someone else,57,who_do_you_work_for
how high is my credit limit for my old navy card,41,credit_limit
how high is my credit limit for my target card,41,credit_limit
what is the credit limit for my usaa card,41,credit_limit
how high is my credit limit for my childrens place card,41,credit_limit
how high is my credit limit for my walmart card,41,credit_limit
what is the credit limit for my bank of the west card,41,credit_limit
what is the credit limit for my chase card,41,credit_limit
how high is my credit limit for my navy federal card,41,credit_limit
what is the credit limit for my navy federal card,41,credit_limit
what is the credit limit for my bank of america card,41,credit_limit
what's my current spending limit,41,credit_limit
credit limit,41,credit_limit
what's the credit limit on my account,41,credit_limit
could you share what my current credit limit is,41,credit_limit
what's my current credit limit,41,credit_limit
what is the spending limit i have,41,credit_limit
what is the max on my credit limit,41,credit_limit
what is the limit on my credit,41,credit_limit
i need to know my spending limit on my visa,41,credit_limit
whats the max i can spend on my visa,41,credit_limit
how much can i max out on my visa,41,credit_limit
what's my visa limit,41,credit_limit
how much to i have left on my visa card limit,41,credit_limit
can you tell me the limit i currently have on my barclay card,41,credit_limit
what is my spending limit on my chase sapphire card,41,credit_limit
"how much can i spend, at most, on my chase freedom",41,credit_limit
what is the current credit limit i have on my wells fargo mastercard,41,credit_limit
how much am i allowed to spend on my discover card,41,credit_limit
what is my amex credit limit,41,credit_limit
tell me the credit on my mastercard,41,credit_limit
tell me the limit for credit on my mastercard,41,credit_limit
look up the credit limit for my visa,41,credit_limit
i need know my credit limit on my american express card,41,credit_limit
how can i check my credit card limit,41,credit_limit
what is my credit limit looking like,41,credit_limit
where can i go to find out my credit limit,41,credit_limit
what's the credit limit on my visa,41,credit_limit
tell me the limit on my discover card,41,credit_limit
what is the credit limit on my discover card,41,credit_limit
what's the limit on my american express card,41,credit_limit
tell me my visa's credit limit,41,credit_limit
what is my credit limit,41,credit_limit
how much is my credit limit,41,credit_limit
can you tell me my credit limit,41,credit_limit
the credit limit on my account is how much,41,credit_limit
what's my limit on my visa card,41,credit_limit
what's my visa card's credit limit,41,credit_limit
how much can i spend on my visa card,41,credit_limit
what's my visa card's limit,41,credit_limit
what's the credit limit on my visa card,41,credit_limit
will you tell me my spending limit,41,credit_limit
will you let me know what my spending limit is,41,credit_limit
would you tell me my spending limit,41,credit_limit
can you tell me my spending limit,41,credit_limit
tel me the credit limit for my credit card,41,credit_limit
i wanna know the limit on my credit card,41,credit_limit
please tell me my spending limit,41,credit_limit
tell me the credit limit on my mastercard,41,credit_limit
i would love to know my spending limit,41,credit_limit
i wish to know my credit limit for my credit card,41,credit_limit
let me know the credit limit for my credit card,41,credit_limit
how high is my balance on my discovery card,41,credit_limit
can you find my credit limit on my mastercard,41,credit_limit
what's my current limit on my mastercard,41,credit_limit
what's my current limit on my visa,41,credit_limit
what's the credit limit on my discovery card,41,credit_limit
what's my credit limit on my visa,41,credit_limit
how high of a credit limit do i have on my amex card,41,credit_limit
what can i put on my bank of america card,41,credit_limit
what's my limit on my amex card,41,credit_limit
please check my credit limit on my visa,41,credit_limit
report my credit limit,41,credit_limit
what credit limit do i have,41,credit_limit
how is that credit limit,41,credit_limit
how is my credit limit,41,credit_limit
what is my credit limit at,41,credit_limit
credit limit info,41,credit_limit
what is the credit limit,41,credit_limit
i want to know my spending limit,41,credit_limit
what is the max credit limit for my card,41,credit_limit
can you let me know what my credit limit is for my visa card,41,credit_limit
tell me the visa card credit limit,41,credit_limit
what is my visa card limit,41,credit_limit
do you know my credit limit for the visa card,41,credit_limit
i need to know what the visa card credit limit is,41,credit_limit
how high is my credit limit for my chase card,41,credit_limit
how high is my credit limit for my wells fargo card,41,credit_limit
how high is my credit limit for my american express card,41,credit_limit
how high is my credit limit for my citigroup card,41,credit_limit
how high is my credit limit for my bank of america card,41,credit_limit
what is my spending limit on my mastercard,41,credit_limit
how much it the credit limit on my visa card,41,credit_limit
what is the credit limit on my visa,41,credit_limit
what is my limit on my visa card,41,credit_limit
what is the spending limit on my visa,41,credit_limit
how much can i charge on my visa,41,credit_limit
how much can i spend wth my visa,41,credit_limit
can i please know the credit limit for my citibank card,41,credit_limit
please let me know the credit limit on my citibank card,41,credit_limit
i would like to know the credit limit for my citibank card,41,credit_limit
do you know how long of a wait it will be,102,how_busy
how long is the restaurant line before we go,102,how_busy
how long will it take to get seated at needham's,102,how_busy
how long will the wait be at noon if we went to nagomi,102,how_busy
will i have to wait for long before being seated at the cheese cake factory,102,how_busy
how long should i expect to wait at the cheesecake factory before getting seated,102,how_busy
what is the average wait time at the cheese cake factory,102,how_busy
how long will i have to wait before being seated at the cheese cake factory,102,how_busy
how long will the wait time be at the cheese cake factory,102,how_busy
how long will i have to wait if i want to eat at panera,102,how_busy
how long would i have to wait if i want to go to golden corral,102,how_busy
how busy will panera be at noon,102,how_busy
is there a wait time to get into tgifridays,102,how_busy
will cracker barrel be crowded around five this evening,102,how_busy
how busy will golden corral be at 7:30 tonight,102,how_busy
can you tell me how busy chipotle will be at nine tonight,102,how_busy
what is the wait time at applebee's,102,how_busy
would i have to wait long if i want to eat at chili's,102,how_busy
"if i go to tgifridays at eight, will they be crowded",102,how_busy
how much traffic do they get around dinner time,102,how_busy
can you check to see how busy that restaurant is for dinner,102,how_busy
is that place busy around dinner time,102,how_busy
is that restaurant crowded during dinner,102,how_busy
how busy it that place for dinner,102,how_busy
can i expect chili's to be busy at 4:30,102,how_busy
do you think longhorn steakhouse will be busy at 5pm,102,how_busy
how busy do you expect olive garden to be at 6,102,how_busy
what's the table wait at applebees,102,how_busy
i want a table at texas roadhouse; how long will it be,102,how_busy
how long does it take to get a table at chili's,102,how_busy
how many people do you think will be at applebees at 7,102,how_busy
how long will i wait for a table at red lobster,102,how_busy
is red lobster busy at 6pm,102,how_busy
what's the wait for a table at olive garden right now,102,how_busy
"around nine, is ambrosio busy",102,how_busy
is sage busy around noon,102,how_busy
"for toby's, is it busy around six",102,how_busy
"at four, how much business does georgio have",102,how_busy
how long can i expect to wait for a restaurant table,102,how_busy
what time can i expect to be seated at this restaurant,102,how_busy
what is the wait time at this restaurant,102,how_busy
will there be a wait time at this restaurant,102,how_busy
what is the sitting time at this restaurant,102,how_busy
how busy is orchids at 7,102,how_busy
how busy is zippy around 12 for lunch,102,how_busy
how long is the wait at orchids,102,how_busy
how long is the wait at imanas,102,how_busy
how busy is imanas tei at 7 dinner,102,how_busy
what is the wait supposed to be at zippys,102,how_busy
how busy is mc donald at 8 in the morning,102,how_busy
how busy is michel at 9,102,how_busy
how busy is imanas at 6,102,how_busy
how long do i have to wait for shokudo,102,how_busy
how busy is teddy bigger burder around 5,102,how_busy
how long is the wait at assagios today,102,how_busy
how busy is shokudo at 12,102,how_busy
how busy is jiro at 12 lunch time,102,how_busy
"at 5 pm, is kaya very busy",102,how_busy
how busy is kaya around 5 pm,102,how_busy
"around 5 pm, how busy is kaya",102,how_busy
is kaya very busy at 5 pm,102,how_busy
is kaya busy around 5 pm,102,how_busy
how long is the wait at macaroni grill,102,how_busy
does macaroni grill have a wait how long,102,how_busy
check the wait time for macaroni grill,102,how_busy
how long will it take to be seated at macaroni grill,102,how_busy
what's the wait at macaroni grill,102,how_busy
will i be able to get a seat at 5pm,102,how_busy
tell me how busy the restaurant will be between 5 and 7pm,102,how_busy
is the restaurant busy at lunchtime,102,how_busy
will the restaurant be busy at 5pm,102,how_busy
when will the restaurant be busiest,102,how_busy
how busy is ihop generally around noon,102,how_busy
please look into the current wait times at chili's right now,102,how_busy
"at 5:30 pm, how busy can i expect olive garden to be",102,how_busy
"if i go to olive garden at 4 pm, how busy will it be",102,how_busy
how busy will chili's be if i go at 6 pm,102,how_busy
how long would i need to wait for a table at ihop right now,102,how_busy
i would like to find out if macaroni grill will be busy around 7:00 pm,102,how_busy
can you tell me how busy outback steakhouse will be at 7:30 pm,102,how_busy
find out how busy ihop usually is around 5 pm,102,how_busy
find out what wait times are like right now at olive garden,102,how_busy
can you tell me what the wait is like right now at cracker barrel,102,how_busy
tell me how busy macaroni grill will be around 8 pm,102,how_busy
check to see how long of a wait i would be facing if i go to outback steakhouse,102,how_busy
i want to know how busy ruby tuesday will be at around 8:45 pm,102,how_busy
do you know how busy outback steakhouse tends to be at 7:00 pm,102,how_busy
how long will it take me to be seated at ihop,102,how_busy
how long will i stand in line at carl jr's,102,how_busy
how busy is ihop at 5 pm,102,how_busy
does ihop have a lot of business around 7 am,102,how_busy
what's the typical wait time at red lobster,102,how_busy
would you say that red lobster's pretty buy at noon,102,how_busy
what's the crowd like at hopper's bar around 11pm,102,how_busy
can you tell me if there's a lot of wait time at wendy's around 8am,102,how_busy
how long will it take to be seated at the flying w,102,how_busy
what's the typical time to eat at red lobster,102,how_busy
how busy does outback get around 7pm,102,how_busy
will i have to wait to get a table at ihop,102,how_busy
how many people go to chili's around 9pm,102,how_busy
can i make a reservation for redrobin,9,accept_reservations
is it possible to make a reservation at redrobin,9,accept_reservations
does redrobin take reservations,9,accept_reservations
are reservations taken at redrobin,9,accept_reservations
does redrobin do reservations,9,accept_reservations
can acero take reservation,9,accept_reservations
can you make reservations at hodak's,9,accept_reservations
tell me if per se in nyc takes reservations,9,accept_reservations
tell me if the cheshire takes reservations,9,accept_reservations
will qdoba take reservations,9,accept_reservations
does burger king accept reservations,9,accept_reservations
does gramercy tavern in new york accept reservations,9,accept_reservations
does acero in maplewood allow reservations,9,accept_reservations
does cielo take reservations,9,accept_reservations
find out if la tour d'argent in paris takes reservations,9,accept_reservations
does tony's in downton let you make reservations,9,accept_reservations
does gramercy tavern accept reservations,9,accept_reservations
does mcdonalds take reservations,9,accept_reservations
can you make reservations at steak 'n' shake,9,accept_reservations
will nobu take reservations,9,accept_reservations
do they take reservations at carrabbas,9,accept_reservations
do they take reservations at applebees,9,accept_reservations
do they take reservations at olive garden,9,accept_reservations
do they take reservations at buffalo wild wings,9,accept_reservations
do they take reservations at outback steakhouse,9,accept_reservations
i need to know if angelos takes reservations,9,accept_reservations
does applebees in trenton do reservations,9,accept_reservations
does luigi's take reservations,9,accept_reservations
please find out if napolis takes lunch reservations,9,accept_reservations
does hannahs in galloway take reservations,9,accept_reservations
does stanleys take brunch reservations,9,accept_reservations
tell me if luigis in brick takes reservations,9,accept_reservations
i need to know if capones does reservations in trenton,9,accept_reservations
does marios in brooklyn take reservations,9,accept_reservations
do you know if bottlenecks takes dinner reservations,9,accept_reservations
do you know if whether or not zeus does reservations,9,accept_reservations
can you let me if zeus accepts reservations,9,accept_reservations
i need to find out do you know if zeus does reservations,9,accept_reservations
please tell me does zeus do reservations,9,accept_reservations
can you tell me if zeus does reservations,9,accept_reservations
can i get a reservation at melting pot tomorrow,9,accept_reservations
what locations of applebee's take reservations,9,accept_reservations
can i get a reservation at champs,9,accept_reservations
where can i find jimmy john's reservations,9,accept_reservations
how many culver's take reservations,9,accept_reservations
is there evening reservations available in the eve,9,accept_reservations
do you know if bahama breeze does reservations,9,accept_reservations
do you know if ruth chris does reservations,9,accept_reservations
do you know if cheese cake factory does reservations,9,accept_reservations
do you know if benihana does reservations,9,accept_reservations
do you know if olive garden does reservations,9,accept_reservations
does the steakhouse on main st take reservations,9,accept_reservations
does sidetracks take reservations,9,accept_reservations
are reservations allowed at burger king,9,accept_reservations
does black rock take reservations,9,accept_reservations
can i make reservations at applebee's or no,9,accept_reservations
does buffalo wild wings do reservations,9,accept_reservations
does minnies cafe in modesto take reservations,9,accept_reservations
does bjs take reservations,9,accept_reservations
will they take reservations at chillis,9,accept_reservations
does pho king in ceres take reservations,9,accept_reservations
can applebees take any reservations,9,accept_reservations
does arbys in lakewood take reservations,9,accept_reservations
does minnis take reservations,9,accept_reservations
do they take reservations at bjs,9,accept_reservations
does buffalo wild wings take reservations,9,accept_reservations
does buffalo wild wings in concord take reservations,9,accept_reservations
will they take reservations at torris,9,accept_reservations
does black bear diner in tracy take reservations,9,accept_reservations
does chillis take reservations,9,accept_reservations
do they take reservations at bar tartine,9,accept_reservations
do they take reservations at mcdonalds,9,accept_reservations
do they take reservations at the progress,9,accept_reservations
does tartine in san francisco take reservations,9,accept_reservations
does cowgirl creamery in san francisco take reservations,9,accept_reservations
do they take reservations at state bird,9,accept_reservations
does nopa in san francisco take reservations,9,accept_reservations
does bar tartine in san francisco take reservations,9,accept_reservations
do they take reservations at arby's,9,accept_reservations
does pizzeria delfina in san francisco take reservations,9,accept_reservations
does iron skillet at the truck stop trake reservations,9,accept_reservations
does the zen garden in la take reservations,9,accept_reservations
does moes in la except rerservations,9,accept_reservations
does ruby tuesday accept reservations,9,accept_reservations
can i make a reservation at chevy's,9,accept_reservations
is it possible to make reservations in advance for macaroni grill,9,accept_reservations
is it possible to make reservations with famous dave's restaurant,9,accept_reservations
is it possible to make reservations at chili's,9,accept_reservations
does chili's take reservations,9,accept_reservations
can you tell me if ruby tuesday does reservations,9,accept_reservations
does olive garden take reservations,9,accept_reservations
do you know whether ihop does reservations,9,accept_reservations
does michael's accept reservations,9,accept_reservations
do they accept reservations at michael's,9,accept_reservations
can you make a reservation at michael's,9,accept_reservations
can i make a reservation at michael's,9,accept_reservations
does the restaurant michael's take reservations,9,accept_reservations
do they take reservations at mendy's,9,accept_reservations
do you know if outback allows reservations,9,accept_reservations
do they take reservations at red robin,9,accept_reservations
can you find my package in transit,84,order_status
track my package please,84,order_status
help me find my package,84,order_status
i need to track my package,84,order_status
what's going on with my order,84,order_status
can you see where my package is,84,order_status
do you know anything about the status of my order,84,order_status
can you check if my order has been delivered,84,order_status
are you able to figure out where my package is,84,order_status
order status,84,order_status
is my order being delivered soon,84,order_status
where's my package,84,order_status
do you know where my package is,84,order_status
"check status on my deliver, has it been delivered",84,order_status
is my order shown as delivered,84,order_status
did my order ship,84,order_status
can you tell where my package is,84,order_status
is my package able to be tracked by you,84,order_status
can you find my package,84,order_status
can you locate my package,84,order_status
are you able to tack my package,84,order_status
has my online order shipped yet,84,order_status
i need to know what the most recent update is on the status of my online purchase,84,order_status
look up the status of the order i placed online,84,order_status
check to see the status of my recent online order,84,order_status
find out the status of my most recent online purchase,84,order_status
"i ordered some curtains off amazon, can you tell me if it's been shipped yet",84,order_status
what's the status of my order,84,order_status
can you check on the status of my orders at amazon,84,order_status
can you tell me what the status of my last amazon order is,84,order_status
can you tell me if my last amazon order is coming today,84,order_status
show me tracking on my order,84,order_status
what is the status of my order,84,order_status
can you update me on my last amazon orders,84,order_status
"i just placed my order today, what is the status of it",84,order_status
can i please get the status my order,84,order_status
my order was put in and i was wonder how i can see the status of it,84,order_status
i submitted my order is there any updates on it yet,84,order_status
"hey, i just put in my order and i was wondering what the status of it",84,order_status
what's the current location of my package,84,order_status
has my ordered arrived,84,order_status
when will my package arrive,84,order_status
can you see if my order was delivered,84,order_status
did my order ever get distributed today,84,order_status
where was my package last at,84,order_status
can you help me find my package,84,order_status
was my order dropped off,84,order_status
where's my package right now,84,order_status
would you track my package,84,order_status
please track my package,84,order_status
track my package now please,84,order_status
could you please track my package,84,order_status
i need you to track my package,84,order_status
what is the status of my online order,84,order_status
what's the status of the order i placed online last week with target,84,order_status
please tell me the status of my last online order from walmart,84,order_status
"can i still make changes to my order, or has it already been shipped",84,order_status
i need an update on my online order from nespresso,84,order_status
when can i expect to receive the order,84,order_status
has my order been shipped,84,order_status
can you give me a status update on my online order from amazon,84,order_status
what is the status of my online order of coffee pods,84,order_status
what is the status of my recent order,84,order_status
can you please check on the status of my online order,84,order_status
check up on the status of my online order,84,order_status
online order: status,84,order_status
check on the status of my order,84,order_status
where is my order,84,order_status
is my order here yet,84,order_status
when will my order be delivered,84,order_status
check the status of my order,84,order_status
show me where my order is,84,order_status
has my order been shipped yet,84,order_status
can you check to see if my order has been delivered,84,order_status
"could you check to see if my order has been delivered, please",84,order_status
"can you check to see if my order has been delivered, please",84,order_status
"could you check if my order has been delivered, please",84,order_status
could you check to see if my order has been delivered,84,order_status
has the order that i placed arrived,84,order_status
is my order already here,84,order_status
is my order due yet,84,order_status
is the packaged delivered already,84,order_status
has my order arrived yet,84,order_status
how soon will me package arrive,84,order_status
when can i expect my order,84,order_status
check order number,84,order_status
"track package, please",84,order_status
are you able to track my package,84,order_status
track my package,84,order_status
what is the tracking on my package,84,order_status
get the tracking on my package,84,order_status
what is the status of my delivery order,84,order_status
where is my delivery order,84,order_status
has my delivery order arrived yet,84,order_status
has my delivery order showed up,84,order_status
"i ordered for delivery, has is arrived yet",84,order_status
what is the status of my most recent order,84,order_status
has my recent order shipped,84,order_status
when will my order be here,84,order_status
will my order be here by saturday,84,order_status
how do i change my pin for number for my abc bank account,89,pin_change
what do i need to do to change my abc bank account pin number,89,pin_change
i have no idea what the pin is for my checking account,89,pin_change
i cannot recall the pin for my savings account,89,pin_change
i forgot the pin number for my college fund account,89,pin_change
set up a new pin number on my college fund account and make it be 1234,89,pin_change
i want 1234 to be the new pin number for my joint account,89,pin_change
please change my checking account pin to 1234,89,pin_change
i need to set up a new pin number for my college fund account,89,pin_change
i want my savings account pin to be 1234 from now on,89,pin_change
please change my retirement account pin number to 1234,89,pin_change
my checking account needs a new pin number,89,pin_change
i seem to have lost the pin for my retirement account,89,pin_change
i would like to replace the pin number for my retirement account,89,pin_change
i'd like to change my pin number for my checking account,89,pin_change
i want a new pin for my savings account,89,pin_change
i'm afraid i've forgotten the pin for my 401k account,89,pin_change
i need help changing my pin,89,pin_change
is there a way to get my pin number,89,pin_change
is there a way to change my pin number for my savings account,89,pin_change
i need my pin number,89,pin_change
"how do i get my pin number, i forgot mine",89,pin_change
help me change my pin number for my money market account,89,pin_change
how do i get a new pin,89,pin_change
tell me how i can get a new pin number,89,pin_change
tell me how to retrieve my pin number,89,pin_change
"help me, i forgot my pin number",89,pin_change
what is the procedure for getting a new pin number,89,pin_change
how do i change my pin number for my payroll account,89,pin_change
change my pin number for my checking account,89,pin_change
change my amex account pin to 1234,89,pin_change
change my amex pin to 1234,89,pin_change
swap my amex pin to 1234,89,pin_change
switch my amex pin to 1234,89,pin_change
set my amex pin to 1234,89,pin_change
you need to change the pin on my bank of america account to be 1234,89,pin_change
i need you to change the pin on my bank of america account to be 1234,89,pin_change
i need to change my pin number for my account,89,pin_change
i must change my pin number for my money market account,89,pin_change
i cannot remember what my pin is for my bank of america checking account,89,pin_change
i really need to change my pin number for my account,89,pin_change
i cannot remember what my pin is for my bank of america checking account this moment,89,pin_change
i want to change my pin number for my checking account,89,pin_change
i want to change my pin number for my account,89,pin_change
please go and change the pin on my bank of america account to be 1234,89,pin_change
i must change my pin number for my account,89,pin_change
go ahead and change the pin on my bank of america account to be 1234,89,pin_change
i got to change my pin number for my account,89,pin_change
i need to change my pin number for my savings account,89,pin_change
i wanna change my pin number for my credit acount,89,pin_change
please change the pin on my bank of america account to be 1234,89,pin_change
i really cannot remember what my pin is for my bank of america checking account,89,pin_change
i gotta change my pin number for my debit account,89,pin_change
i am unable to remember what my pin is for my bank of america checking account,89,pin_change
so it turns out i can't remember what my pin is for my bank of america checking account,89,pin_change
"how do i change my pin number for my account, please",89,pin_change
"how do i update my pin number for my account, please",89,pin_change
"i would like to change the pin on my checking account, please",89,pin_change
"i'd like to change the pin on my savings account, please",89,pin_change
change the pin on my capital one account to be 1234,89,pin_change
change the pin on my redwood credit union account to be 1234,89,pin_change
change the pin on my chase account to be 1234,89,pin_change
how do i update my pin number for my account,89,pin_change
i would like to change the pin on my savings account,89,pin_change
change the pin on my wells fargo account to be 1234,89,pin_change
change the pin on my bank of america account to be 1234,89,pin_change
i would like to change the pin on my checking account,89,pin_change
"i would like to change the pin on my savings account, please",89,pin_change
"how do i reset my pin number for my account, please",89,pin_change
please change pin to 1234 on my bank account trailing in 3829,89,pin_change
on account ending in 3838 change my pin to 1234,89,pin_change
change my pin to 1234 on account ending with digits 4994,89,pin_change
change the pin on my bank account first republic to 1234,89,pin_change
change pin to 1234 on account banner,89,pin_change
help me change my pin number,89,pin_change
can you tell me how i change my pin number,89,pin_change
tell me how to change my pin number,89,pin_change
help me out with changing this pin number,89,pin_change
can i change my pin number,89,pin_change
